City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
523,Ponoka,CA,64.38,overcast clouds,52.6768,-113.5815,Ponoka Stampeder Inn
524,Thunder Bay,CA,58.98,few clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
525,Keti Bandar,PK,79.5,overcast clouds,24.1447,67.4497,Haji laloo memon house
526,Muisne,EC,74.34,overcast clouds,0.6,-80.0333,Quinta Samay
529,Ranau,MY,70.66,moderate rain,5.9538,116.6641,The Second Room
530,Ghanzi,BW,56.82,clear sky,-21.5667,21.7833,Ghanzi Farmhouse
531,Osakarovka,KZ,69.67,broken clouds,50.565,72.5692,Motel' Osakarovka
532,Catamarca,AR,56.59,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
533,Necochea,AR,55.15,clear sky,-38.5473,-58.7368,dyd -mar Hotel
534,San Quintin,MX,76.66,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
535,Kanpur,IN,82.36,few clouds,26.4667,80.35,Little Chef Hotel
536,Emerald,AU,69.35,clear sky,-23.5333,148.1667,The Irish Village
537,Qiongshan,CN,80.58,clear sky,20.0058,110.3542,Sun City Restaurant
538,Loralai,PK,70.38,clear sky,30.3705,68.598,Saddam Hotel & Resturant
539,Ciudad Bolivar,VE,79.61,overcast clouds,8.1222,-63.5497,Hotel Edi
540,Anamur,TR,80.56,clear sky,36.0751,32.8369,Luna Piena Beach Hotel
541,Tecoanapa,MX,78.87,overcast clouds,16.5167,-98.75,Hotel Manglares
542,Kearney,US,79.36,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
544,Ketchikan,US,61.27,broken clouds,55.3422,-131.6461,Snow's Cove Lodge
545,Trelew,AR,68.77,overcast clouds,-43.249,-65.3051,Hotel Touring Club
546,Khani,GE,56.77,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
547,Homer,US,61.77,scattered clouds,59.6425,-151.5483,Beluga Lake Lodge
548,Hilton Head Island,US,83.98,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
550,Una,IN,76.8,clear sky,20.8167,71.0333,Hotel Harbhole
551,Salta,AR,61.39,clear sky,-24.7859,-65.4117,Hotel Alejandro I
553,Tecpan,GT,58.89,overcast clouds,14.7623,-90.9947,Villa San Ricardo
554,Atasu,KZ,70.45,scattered clouds,48.6814,71.6433,Dostyk
555,Seoul,KR,71.04,broken clouds,37.5683,126.9778,LOTTE HOTEL SEOUL
556,Khash,IR,69.42,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
558,Ambulu,ID,80.33,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
559,Salinopolis,BR,79.18,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
560,Kosonsoy,UZ,68.56,clear sky,41.2561,71.5508,"Гостиница ""Goldstar'"
563,Moose Factory,CA,66.2,clear sky,51.2585,-80.6094,Moosonee Lilypad
564,Police,PL,55.02,scattered clouds,53.5521,14.5718,Hotel Dobosz
566,Sao Felix Do Xingu,BR,83.98,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
567,Challans,FR,65.97,overcast clouds,46.8436,-1.8749,Citotel Le Challans
568,Colares,PT,72.34,scattered clouds,38.7992,-9.4469,Arribas Sintra Hotel
571,Valdepenas,ES,65.84,clear sky,38.7621,-3.3848,Hotel Veracruz Plaza & Spa
574,Kuching,MY,79.02,light rain,1.55,110.3333,Hilton Kuching
575,Batemans Bay,AU,57.09,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
576,Cotonou,BJ,76.98,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
577,Shellbrook,CA,72.63,scattered clouds,53.2168,-106.4011,Shellbrook Hotel
580,Sumbe,AO,68.63,few clouds,-11.2061,13.8437,Hotel Ritz Sumbe
582,Lavumisa,SZ,62.71,overcast clouds,-27.31,31.892,ROADSIDE B&B
586,Zwedru,LR,71.69,light rain,6.0667,-8.1281,Elijah Worjloh
588,Quatre Cocos,MU,69.91,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
589,Santa,PH,81.75,light rain,17.486,120.4348,Monte Leah Beach Resort
590,Barcelos,PT,67.84,broken clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
591,Chumphon,TH,72.14,light rain,10.3333,98.8333,สกาน จ๋า.
592,Point Fortin,TT,77.86,overcast clouds,10.1833,-61.6833,Jus Les' Suites
594,Shihezi,CN,77.07,few clouds,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
595,Comodoro Rivadavia,AR,67.86,clear sky,-45.8667,-67.5,Austral Hotel
596,Roebourne,AU,72.52,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
597,Manjacaze,MZ,65.39,few clouds,-24.7117,33.8828,Hotel Gani
598,Sinazongwe,ZM,69.51,clear sky,-17.2614,27.4618,Lakeview Lodge
599,Harsin,IR,67.01,clear sky,34.2721,47.5861,ایزوگام اصل دلیجان و شرق
600,Birin,NP,64.92,light rain,26.8865,88.0718,Sangam Hospitality
601,Karwar,IN,76.75,overcast clouds,14.8,74.1333,Netalco Connects
603,Lakes Entrance,AU,56.16,scattered clouds,-37.8811,147.981,The Esplanade Resort & Spa
605,Abeche,TD,74.39,overcast clouds,13.8292,20.8324,Assaleh Hamdan Haroune
606,Atmakur,IN,75.65,overcast clouds,15.8833,78.5833,Mee seva atk
608,Kyzyl-Suu,KG,60.4,scattered clouds,42.3414,78.0056,Gostinitsa Nur-Ordo
609,Estelle,US,82.99,few clouds,29.8458,-90.1067,Ohio
612,Iwanai,JP,76.33,overcast clouds,42.9744,140.5089,いわない高原ホテル
613,Misratah,LY,81.39,clear sky,32.3754,15.0925,Almasa Hotel
615,Talen,IN,72.36,overcast clouds,23.5667,76.7167,होटल आनंद पैलेस
616,Caravelas,BR,70.14,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
619,Ituporanga,BR,55.08,moderate rain,-27.4144,-49.6025,Hotel Jacaré
620,Sao Joao Da Barra,BR,68.09,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
623,Kamaishi,JP,73.09,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
626,Port Hedland,AU,71.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
629,Nieves,PH,83.71,overcast clouds,15.3274,120.9485,Bill's Inn
630,Lugovoy,KZ,71.1,clear sky,42.9472,72.7644,Ж.Д Вокзал Луговая
632,Uthal,PK,78.98,scattered clouds,25.8072,66.6219,Al-Mustafa Hotel
634,Padang,ID,78.85,broken clouds,-0.9492,100.3543,Mercure Padang
636,Eyl,SO,75.43,clear sky,7.9803,49.8164,Amiin Hotel
638,Lucea,JM,84.06,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
639,Belmonte,BR,70.66,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
641,Saint-Joseph,RE,66.58,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
642,Sompeta,IN,82.85,broken clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
643,Kuala Terengganu,MY,78.75,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
644,Taperoa,BR,69.31,scattered clouds,-7.2075,-36.8267,Hotel Casarão Antigo
646,Tocopilla,CL,61.97,few clouds,-22.092,-70.1979,Hotel Galvarino
649,Nautla,MX,80.33,broken clouds,20.2167,-96.7833,Casa Blanca
650,Kabare,CD,62.96,scattered clouds,-2.4683,28.8242,Hôtel Panorama
652,Cayenne,GF,80.64,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
653,Waddan,LY,80.94,clear sky,29.1614,16.139,محل الشريف محمد العايب
654,Fare,PF,78.15,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
655,Ankazoabo,MG,62.15,clear sky,-22.2833,44.5167,ENCEIN BUREAU CISCO
657,Challakere,IN,73.54,overcast clouds,14.3167,76.65,SR Residency
658,Broome,US,69.71,moderate rain,42.2506,-75.833,Chenango Valley State Park
660,Gondanglegi,ID,82.06,clear sky,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
661,Tumwater,US,75.52,few clouds,47.0073,-122.9093,Olympia Hotel at Capitol Lake
662,Kaele,CM,70.43,light rain,10.1092,14.4508,Hôtel Les Palmiers
663,Dovolnoye,RU,61.36,overcast clouds,54.4958,79.6671,Gostinitsa
665,La Ronge,CA,70.05,smoke,55.1001,-105.2842,Northland Motor Hotel
667,Hearst,CA,62.85,broken clouds,49.6835,-83.6665,Companion
668,Muli,MV,81.32,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
669,Muroto,JP,82.9,light rain,33.2833,134.15,Oota Ryokan
671,Fairbanks,US,61.61,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
672,Sao Lourenco Do Sul,BR,55.33,overcast clouds,-31.3653,-51.9783,Hotel Pousada Verde Água
673,Kot Kapura,IN,77.38,scattered clouds,30.5833,74.9,Dr. Darshan Lal
674,Norden,DE,67.95,overcast clouds,53.6,7.2,Hotel Aquarius
675,Bonthe,SL,76.6,moderate rain,7.5264,-12.505,Bonthe Holiday Village
677,Pochutla,MX,75.09,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
679,Naron,ES,65.25,scattered clouds,43.5167,-8.1528,Marcial
680,Marystown,CA,62.1,scattered clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
682,San Felipe,VE,74.39,clear sky,10.3399,-68.7425,Posada Llovizna Rodríguez
684,Saryozek,KZ,69.1,clear sky,44.3583,77.9753,Gostinitsa
685,Vieux Fort,LC,81.72,few clouds,13.7167,-60.95,Cedar Palm Villa
686,Praya,CV,79.34,thunderstorm,14.9215,-23.5087,LT Aparthotel
687,Dod Ballapur,IN,69.82,overcast clouds,13.2919,77.5431,OYO 40115 J P Palace
690,Taltal,CL,58.24,few clouds,-25.4,-70.4833,Residencial Karime
691,Makakilo City,US,84.0,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
693,Leninskoye,KZ,73.72,clear sky,41.7589,69.3864,Қалдыбайдың үйі 🏘️
694,Begoro,GH,67.48,broken clouds,6.3871,-0.3774,Sweet Memories Hotel
696,Barra,BR,79.25,few clouds,-11.0894,-43.1417,Pousada Bahia
698,Dauphin,CA,77.14,clear sky,51.1494,-100.0502,Canway Inn & Suites
700,Mato Verde,BR,66.56,few clouds,-15.3972,-42.8664,Quality Hotel
701,College,US,62.08,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
702,Itarema,BR,78.55,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
704,Koungou,YT,69.51,clear sky,-12.7336,45.2042,Villa Netibor
705,Tuyen Quang,VN,79.84,clear sky,21.8233,105.2181,Khách Sạn Tuyên Thoa
706,Ishinomaki,JP,77.0,broken clouds,38.4167,141.3,Ishinomaki Grand Hotel
707,Flin Flon,CA,73.94,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
708,Tomatlan,MX,75.07,overcast clouds,19.9333,-105.25,El Salvial
709,Urumqi,CN,70.75,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
710,Nchelenge,ZM,69.51,clear sky,-9.3451,28.734,KD Travellers Home
711,Jiexiu,CN,71.47,clear sky,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
713,Piacabucu,BR,72.34,clear sky,-10.4056,-36.4344,Piaçabuçu News
715,Kiunga,PG,83.08,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
718,Ambilobe,MG,65.66,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
719,Portland,US,82.71,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
