City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Port Lincoln,AU,-34.7333,135.8667,58.59,62,1,14.03,clear sky
348,Saint-Francois,FR,46.4154,3.9054,63.84,88,47,0.0,scattered clouds
349,Nampula,MZ,-15.1165,39.2666,60.62,91,0,2.84,clear sky
350,Touros,BR,-5.1989,-35.4608,75.45,83,29,13.96,scattered clouds
351,Xinqing,CN,48.2333,129.5,50.02,97,100,0.69,overcast clouds
352,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,63.32,87,100,9.71,overcast clouds
353,Oktyabrskoye,RU,43.0645,44.7417,50.14,100,100,4.47,overcast clouds
354,Te Anau,NZ,-45.4167,167.7167,40.37,75,40,1.52,scattered clouds
355,Saskylakh,RU,71.9167,114.0833,44.31,69,100,16.2,overcast clouds
356,Banda Aceh,ID,5.5577,95.3222,79.59,78,100,10.38,overcast clouds
357,Maarianhamina,AX,60.0973,19.9348,53.55,73,24,11.14,few clouds
358,Zhigalovo,RU,54.8097,105.1578,52.05,84,99,4.72,overcast clouds
359,Gurupi,BR,-11.7292,-49.0686,84.78,27,93,5.66,overcast clouds
360,Nishihara,JP,26.1842,127.7558,83.86,89,75,14.97,mist
361,Victor Harbor,AU,-35.5667,138.6167,56.68,75,97,8.37,overcast clouds
362,Zhanakorgan,KZ,43.9098,67.2495,75.81,20,0,6.02,clear sky
363,Surgut,RU,61.25,73.4167,39.38,100,40,4.47,fog
364,Lawton,US,34.6087,-98.3903,83.41,45,96,7.63,overcast clouds
365,Naberera,TZ,-4.2,36.9333,56.71,88,10,5.73,clear sky
366,Danville,US,36.586,-79.395,75.02,95,100,3.15,light rain
367,Kismayo,SO,-0.3582,42.5454,74.71,80,0,15.5,clear sky
368,Lahij,YE,13.1667,44.5833,86.29,59,30,0.83,scattered clouds
369,Egvekinot,RU,66.3167,-179.1667,31.86,97,100,12.3,light snow
370,Sorong,ID,-0.8833,131.25,81.21,80,16,4.29,few clouds
371,Dauriya,RU,49.9333,116.8667,46.6,87,100,2.08,light rain
372,Verkhnyaya Inta,RU,65.9811,60.3094,41.49,94,100,11.56,light rain
373,Nalut,LY,30.3333,10.85,86.97,25,4,9.48,clear sky
374,Tricase,IT,39.9304,18.3553,73.04,72,0,11.1,clear sky
375,Cardston,CA,49.2,-113.3019,79.09,12,1,11.5,clear sky
376,Ulladulla,AU,-35.35,150.4667,58.77,76,100,7.85,overcast clouds
377,Zonguldak,TR,41.25,31.8333,54.43,91,93,3.8,overcast clouds
378,Menongue,AO,-14.6585,17.691,65.89,36,88,0.74,overcast clouds
379,Tazovskiy,RU,67.4667,78.7,38.35,88,68,15.52,broken clouds
380,Khatanga,RU,71.9667,102.5,42.03,90,100,8.46,overcast clouds
381,Larap,PH,14.299,122.6504,84.4,76,100,4.29,overcast clouds
382,Chute-Aux-Outardes,CA,49.1168,-68.399,48.18,93,0,0.0,clear sky
383,Kilimatinde,TZ,-5.85,34.95,65.34,55,0,2.26,clear sky
384,Corning,US,42.1428,-77.0547,69.76,97,75,4.61,light rain
385,Pangnirtung,CA,66.1451,-65.7125,36.97,98,100,3.83,overcast clouds
386,Mafinga,TZ,-7.25,35.0667,66.31,54,5,0.27,clear sky
387,Adrar,MR,20.5022,-10.0711,93.15,26,91,9.57,overcast clouds
388,Boende,CD,-0.2167,20.8667,70.18,96,0,1.92,clear sky
389,Tromso,NO,69.6496,18.957,46.42,87,100,12.66,overcast clouds
390,Puerto Quijarro,BO,-17.7833,-57.7667,73.44,27,0,5.73,clear sky
391,Altamira,BR,-3.2033,-52.2064,81.79,52,91,2.77,overcast clouds
392,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,63.19,68,40,4.47,scattered clouds
393,Mandera,KE,3.9366,41.867,74.25,58,0,17.74,clear sky
394,Odweyne,SO,9.4092,45.064,76.23,50,53,14.56,broken clouds
395,Sabang,ID,5.8933,95.3214,81.9,74,100,16.37,overcast clouds
396,Doaba,PK,33.4244,70.7364,74.84,78,0,0.63,clear sky
397,Gornopravdinsk,RU,60.05,69.9,39.33,96,64,2.86,broken clouds
398,Betong,TH,5.7743,101.0723,75.6,93,100,0.81,overcast clouds
399,Itoman,JP,26.1247,127.6694,84.58,89,75,14.97,broken clouds
400,Klerksdorp,ZA,-26.8521,26.6667,48.85,40,100,7.2,overcast clouds
401,Chicama,PE,-7.8447,-79.1469,59.54,78,17,5.48,few clouds
402,Cunha,BR,-23.0744,-44.9597,54.9,96,100,3.13,overcast clouds
403,Smithers,CA,54.7804,-127.1743,57.52,54,20,6.91,few clouds
404,Agua Dulce,MX,18.1333,-94.1333,78.46,84,36,5.26,scattered clouds
405,Batagay,RU,67.6333,134.6333,51.37,43,100,7.58,overcast clouds
406,Ancud,CL,-41.8697,-73.8203,49.23,80,100,14.56,overcast clouds
407,Saint George,US,37.1041,-113.5841,106.39,14,0,12.66,clear sky
408,Suntar,RU,62.1444,117.6319,45.75,87,100,9.71,overcast clouds
409,Sao Filipe,CV,14.8961,-24.4956,80.04,80,100,2.98,light rain
410,Luangwa,ZM,-15.6167,30.4167,64.9,53,0,1.05,clear sky
411,Amapa,BR,1.0,-52.0,75.94,81,100,5.41,overcast clouds
412,Laem Sing,TH,12.4816,102.0738,84.42,98,100,2.75,overcast clouds
413,Ust-Nera,RU,64.5667,143.2,52.88,38,100,5.46,overcast clouds
414,Esil,KZ,51.9556,66.4042,65.79,40,100,8.77,overcast clouds
415,Stromness,GB,58.965,-3.296,58.96,93,100,14.0,overcast clouds
416,Demba,CD,-5.51,22.2667,69.98,84,0,2.75,clear sky
417,Iberia,US,29.9502,-91.7507,80.1,86,100,5.66,overcast clouds
418,Kinablangan,PH,7.6947,126.5503,81.05,75,100,1.41,overcast clouds
419,Victoria,HK,22.2855,114.1577,89.26,56,48,3.0,scattered clouds
420,Bismil,TR,37.8486,40.6658,78.53,29,0,4.88,clear sky
421,Berezovyy,RU,51.6667,135.7,54.28,94,100,4.47,light rain
422,Lethem,GY,3.3803,-59.7968,78.96,74,100,4.47,overcast clouds
423,Jinchang,CN,38.4953,102.1739,68.34,20,0,3.83,clear sky
424,Gouyave,GD,12.1646,-61.7296,83.17,79,75,16.11,broken clouds
425,Tempio Pausania,IT,40.8974,9.1035,67.12,71,5,2.82,clear sky
426,Kapuskasing,CA,49.4169,-82.4331,62.69,77,40,3.44,scattered clouds
427,Ryotsu,JP,38.0833,138.4333,81.79,72,78,8.61,broken clouds
428,Louny,CZ,50.357,13.7967,62.44,92,99,2.46,overcast clouds
429,Konya,TR,38.1667,32.5,59.86,68,74,8.63,light rain
430,Drovyanaya,RU,51.5833,113.0333,51.98,74,99,7.16,overcast clouds
431,Vitoria Do Mearim,BR,-3.4622,-44.8706,76.91,87,20,4.43,few clouds
432,Hami,CN,42.8,93.45,78.76,15,0,6.67,clear sky
433,Staicele,LV,57.8364,24.75,37.6,92,6,1.79,clear sky
434,Yaypan,UZ,40.3758,70.8156,75.02,19,0,3.76,clear sky
435,Guadalupe Y Calvo,MX,26.1,-106.9667,57.58,91,96,2.15,overcast clouds
436,Kununurra,AU,-15.7667,128.7333,82.38,32,5,3.44,clear sky
437,Poronaysk,RU,49.2167,143.1167,60.01,99,100,6.85,overcast clouds
438,Vila Velha,BR,-20.3297,-40.2925,69.75,86,75,10.36,broken clouds
439,Pundaguitan,PH,6.3711,126.1689,82.53,66,100,1.72,overcast clouds
440,Kotelnich,RU,58.3089,48.348,40.28,91,97,4.38,overcast clouds
441,Kandrian,PG,-6.2167,149.55,87.49,59,15,10.02,few clouds
442,Roald,NO,62.5833,6.1333,57.33,93,91,8.05,overcast clouds
443,Shchigry,RU,51.8755,36.9043,39.02,97,23,7.7,few clouds
444,Yerbogachen,RU,61.2767,108.0108,41.23,87,100,11.56,overcast clouds
445,Mendeleyevsk,RU,55.9082,52.2905,43.84,68,100,4.07,overcast clouds
446,Gogrial,SS,8.5332,28.1004,70.99,95,43,3.22,scattered clouds
447,Terrasini,IT,38.146,13.0844,80.17,76,0,10.36,clear sky
448,Faanui,PF,-16.4833,-151.75,78.08,74,12,15.08,few clouds
449,Longhua,CN,23.6137,114.1919,83.41,55,94,2.86,overcast clouds
450,Bedesa,ET,8.9,40.7833,60.96,84,13,2.93,light rain
451,Gasa,PS,31.5,34.4667,71.89,76,7,4.43,clear sky
452,Bud,US,39.447,-86.1758,75.15,92,59,7.09,broken clouds
453,Wewak,PG,-3.5534,143.6268,83.75,72,42,7.87,scattered clouds
454,Kalmunai,LK,7.4167,81.8167,77.77,84,100,5.64,light rain
455,Teya,RU,60.3778,92.6267,41.47,94,100,6.26,overcast clouds
456,Srednekolymsk,RU,67.45,153.6833,51.24,49,92,9.48,overcast clouds
457,Sorland,NO,67.667,12.6934,49.86,75,100,11.92,overcast clouds
458,Alcala De Henares,ES,40.4821,-3.36,71.53,61,0,2.3,clear sky
459,Port-Gentil,GA,-0.7193,8.7815,75.79,85,28,13.29,scattered clouds
460,Sharjah,AE,25.3573,55.4033,91.38,61,0,6.91,clear sky
461,Nemuro,JP,43.3236,145.575,66.83,86,39,15.68,scattered clouds
462,Noshiro,JP,40.2039,140.0242,79.63,64,100,10.54,overcast clouds
463,Bathsheba,BB,13.2167,-59.5167,81.21,89,20,5.75,few clouds
464,Whitehorse,CA,60.7161,-135.0538,60.03,51,75,6.91,broken clouds
465,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,84,71,1.88,broken clouds
466,Lashio,MM,22.9333,97.75,71.2,95,95,1.07,overcast clouds
467,Codrington,AU,-38.2667,141.9667,53.74,71,100,10.29,overcast clouds
468,Bayan,CN,46.0833,127.4,60.03,62,95,5.08,overcast clouds
469,Cockburn Town,TC,21.4612,-71.1419,83.35,75,49,12.1,scattered clouds
470,Atikokan,CA,48.7555,-91.6216,61.88,60,0,7.36,clear sky
471,Kokopo,PG,-4.352,152.2633,86.13,61,70,12.71,broken clouds
472,Tasiilaq,GL,65.6145,-37.6368,41.16,94,86,6.46,overcast clouds
473,Bhuj,IN,23.2667,69.6667,79.99,65,90,9.42,overcast clouds
474,Ayagoz,KZ,47.9714,80.4392,67.5,32,0,6.58,clear sky
475,Apeldoorn,NL,52.21,5.9694,69.03,80,75,5.75,moderate rain
476,Oranjestad,AW,12.524,-70.027,85.95,79,20,11.5,few clouds
477,Kashi,CN,39.4547,75.9797,69.01,37,0,8.95,clear sky
478,Oudtshoorn,ZA,-33.5907,22.2014,48.56,77,11,2.01,few clouds
479,Faya,SA,18.3851,42.4509,68.11,67,2,3.96,clear sky
480,Mori,JP,34.8333,137.9333,79.65,75,100,9.66,overcast clouds
481,Otane,NZ,-39.8833,176.6333,50.02,54,99,10.76,overcast clouds
482,Axim,GH,4.8699,-2.2405,74.71,91,84,5.97,light rain
483,Meulaboh,ID,4.1363,96.1285,77.27,80,99,3.6,overcast clouds
484,Tabuk,PH,17.4189,121.4443,81.63,81,100,3.18,overcast clouds
485,Badou,TG,7.5833,0.6,70.21,98,54,2.95,broken clouds
486,Rurrenabaque,BO,-14.4413,-67.5278,71.53,44,8,1.88,clear sky
487,Arawa,PG,-6.2132,155.5367,88.39,56,17,6.46,few clouds
488,Niksar,TR,40.5917,36.9517,62.71,95,100,4.5,overcast clouds
489,Prince Rupert,CA,54.3161,-130.3201,62.69,71,0,10.36,clear sky
490,Koudougou,BF,12.25,-2.3667,76.53,85,66,7.65,broken clouds
491,Buala,SB,-8.145,159.5921,85.6,66,39,8.08,scattered clouds
492,West Wendover,US,40.7391,-114.0733,97.81,11,0,9.22,clear sky
493,Berezovka,BY,53.7214,25.4993,40.77,74,37,2.73,scattered clouds
494,Corralillo,CU,22.9819,-80.5856,79.9,84,1,9.98,clear sky
495,Cedar City,US,37.6775,-113.0619,95.97,10,0,6.91,clear sky
496,Aykhal,RU,66.0,111.5,37.44,99,100,5.5,light rain
497,Karatau,KZ,43.1667,70.4667,70.39,21,0,3.22,clear sky
498,Limoux,FR,42.9167,2.1667,71.71,87,99,3.71,overcast clouds
499,Richards Bay,ZA,-28.783,32.0377,66.74,69,100,8.97,overcast clouds
500,Sisimiut,GL,66.9395,-53.6735,39.92,91,100,21.68,overcast clouds
501,Reitz,ZA,-27.8014,28.4273,46.51,40,100,6.76,overcast clouds
502,Christchurch,NZ,-43.5333,172.6333,49.91,49,7,13.8,clear sky
503,Chapais,CA,49.7834,-74.8492,55.18,57,0,2.42,clear sky
504,Sampit,ID,-2.5333,112.95,79.38,78,100,3.29,overcast clouds
505,Zunyi,CN,27.6867,106.9072,71.96,66,21,2.21,few clouds
506,Dwarka,IN,22.2394,68.9678,79.66,73,100,10.71,overcast clouds
507,Kijini,TZ,-5.85,39.3167,73.35,81,57,7.76,broken clouds
508,Angoche,MZ,-16.2325,39.9086,68.99,84,0,4.54,clear sky
509,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,28,0,16.11,clear sky
510,Urubicha,BO,-15.3833,-62.95,70.03,40,0,2.75,clear sky
511,Belfast,GB,54.5833,-5.9333,62.42,88,20,10.36,light rain
512,Cravo Norte,CO,6.3017,-70.2041,74.05,84,84,4.7,broken clouds
513,Tiznit,MA,29.5833,-9.5,71.26,56,42,1.03,scattered clouds
514,Yenagoa,NG,4.9247,6.2642,74.12,96,98,3.22,light rain
515,Rocha,UY,-34.4833,-54.3333,49.15,83,0,6.82,clear sky
516,Salacgriva,LV,57.7536,24.3581,41.95,80,35,4.41,scattered clouds
517,Zhezkazgan,KZ,47.8043,67.7144,66.18,27,0,2.24,clear sky
518,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,83,40,4.47,scattered clouds
519,Chiang Rai,TH,19.9167,99.9167,79.0,99,40,3.44,scattered clouds
520,Zhoucheng,CN,35.9122,116.3117,76.98,72,0,4.59,clear sky
521,Muzhi,RU,65.3667,64.6667,42.55,84,100,10.98,overcast clouds
522,Kouango,CF,4.9934,19.9619,69.8,98,99,0.38,overcast clouds
523,Ponoka,CA,52.6768,-113.5815,64.38,55,88,15.73,overcast clouds
524,Thunder Bay,CA,48.4001,-89.3168,58.98,82,20,9.22,few clouds
525,Keti Bandar,PK,24.1447,67.4497,79.5,79,100,11.83,overcast clouds
526,Muisne,EC,0.6,-80.0333,74.34,84,100,7.0,overcast clouds
527,Khilok,RU,51.3674,110.4676,51.06,69,38,5.35,scattered clouds
528,Kahului,US,20.8947,-156.47,86.02,78,40,19.57,light rain
529,Ranau,MY,5.9538,116.6641,70.66,96,100,0.83,moderate rain
530,Ghanzi,BW,-21.5667,21.7833,56.82,22,0,9.75,clear sky
531,Osakarovka,KZ,50.565,72.5692,69.67,30,56,11.23,broken clouds
532,Catamarca,AR,-28.4696,-65.7852,56.59,25,0,8.25,clear sky
533,Necochea,AR,-38.5473,-58.7368,55.15,48,0,11.1,clear sky
534,San Quintin,MX,30.4833,-115.95,76.66,80,1,10.76,clear sky
535,Kanpur,IN,26.4667,80.35,82.36,67,11,5.06,few clouds
536,Emerald,AU,-23.5333,148.1667,69.35,57,1,14.74,clear sky
537,Qiongshan,CN,20.0058,110.3542,80.58,83,0,4.47,clear sky
538,Loralai,PK,30.3705,68.598,70.38,72,0,1.21,clear sky
539,Ciudad Bolivar,VE,8.1222,-63.5497,79.61,82,100,3.29,overcast clouds
540,Anamur,TR,36.0751,32.8369,80.56,65,4,3.91,clear sky
541,Tecoanapa,MX,16.5167,-98.75,78.87,82,96,7.02,overcast clouds
542,Kearney,US,40.6995,-99.0815,79.36,49,0,5.01,clear sky
543,Skjervoy,NO,70.0311,20.9714,48.2,91,100,17.56,overcast clouds
544,Ketchikan,US,55.3422,-131.6461,61.27,67,75,12.66,broken clouds
545,Trelew,AR,-43.249,-65.3051,68.77,19,100,10.29,overcast clouds
546,Khani,GE,41.9563,42.9566,56.77,98,100,1.83,overcast clouds
547,Homer,US,59.6425,-151.5483,61.77,85,31,13.0,scattered clouds
548,Hilton Head Island,US,32.2163,-80.7526,83.98,90,0,3.44,clear sky
549,Deputatskiy,RU,69.3,139.9,48.74,46,15,3.85,few clouds
550,Una,IN,20.8167,71.0333,76.8,82,6,6.26,clear sky
551,Salta,AR,-24.7859,-65.4117,61.39,34,0,5.75,clear sky
552,Piterka,RU,50.6803,47.4454,47.95,54,82,7.29,broken clouds
553,Tecpan,GT,14.7623,-90.9947,58.89,99,100,1.41,overcast clouds
554,Atasu,KZ,48.6814,71.6433,70.45,31,26,6.26,scattered clouds
555,Seoul,KR,37.5683,126.9778,71.04,85,75,13.8,broken clouds
556,Khash,IR,28.2211,61.2158,69.42,14,0,1.32,clear sky
557,Tambo,PE,-14.8,-73.9167,35.46,34,0,2.55,clear sky
558,Ambulu,ID,-8.345,113.6058,80.33,76,56,3.04,broken clouds
559,Salinopolis,BR,-0.6136,-47.3561,79.18,85,99,12.33,overcast clouds
560,Kosonsoy,UZ,41.2561,71.5508,68.56,21,4,7.63,clear sky
561,Kanel,SN,15.4916,-13.1763,86.0,79,0,6.91,clear sky
562,Olenegorsk,RU,68.15,33.3,43.66,95,100,11.07,light rain
563,Moose Factory,CA,51.2585,-80.6094,66.2,55,0,9.22,clear sky
564,Police,PL,53.5521,14.5718,55.02,70,37,1.01,scattered clouds
565,Rancho Palos Verdes,US,33.7445,-118.387,98.98,73,0,7.0,clear sky
566,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.98,40,99,1.52,overcast clouds
567,Challans,FR,46.8436,-1.8749,65.97,78,99,8.48,overcast clouds
568,Colares,PT,38.7992,-9.4469,72.34,75,29,13.0,scattered clouds
569,Nivala,FI,63.9167,24.9667,44.69,95,100,5.93,overcast clouds
570,Katangli,RU,51.7102,143.2326,58.73,84,100,18.3,light rain
571,Valdepenas,ES,38.7621,-3.3848,65.84,45,9,3.67,clear sky
572,Kabo,CF,7.6994,18.629,69.06,98,100,2.3,overcast clouds
573,Komsomolets,KZ,53.7453,62.0708,48.94,74,100,12.88,overcast clouds
574,Kuching,MY,1.55,110.3333,79.02,94,20,2.3,light rain
575,Batemans Bay,AU,-35.7167,150.1833,57.09,61,98,6.22,overcast clouds
576,Cotonou,BJ,6.3654,2.4183,76.98,88,40,8.05,scattered clouds
577,Shellbrook,CA,53.2168,-106.4011,72.63,37,30,21.25,scattered clouds
578,Anjozorobe,MG,-18.4,47.8667,52.77,89,93,8.21,overcast clouds
579,Krasnoselkup,RU,65.7,82.4667,40.69,94,100,14.29,overcast clouds
580,Sumbe,AO,-11.2061,13.8437,68.63,94,18,2.77,few clouds
581,Ostersund,SE,63.1792,14.6357,46.85,93,64,8.05,broken clouds
582,Lavumisa,SZ,-27.31,31.892,62.71,81,99,7.0,overcast clouds
583,Yele,CM,10.7323,13.5891,67.51,85,87,1.54,overcast clouds
584,Togur,RU,58.3631,82.8265,46.72,92,88,5.97,overcast clouds
585,Thinadhoo,MV,0.5333,72.9333,82.17,72,100,17.22,overcast clouds
586,Zwedru,LR,6.0667,-8.1281,71.69,99,95,1.95,light rain
587,Winnemucca,US,40.973,-117.7357,96.06,10,0,8.52,clear sky
588,Quatre Cocos,MU,-20.2078,57.7625,69.91,74,13,16.24,few clouds
589,Santa,PH,17.486,120.4348,81.75,81,100,2.89,light rain
590,Barcelos,PT,41.5388,-8.6151,67.84,97,59,4.05,broken clouds
591,Chumphon,TH,10.3333,98.8333,72.14,96,100,5.79,light rain
592,Point Fortin,TT,10.1833,-61.6833,77.86,78,100,9.8,overcast clouds
593,Polyarnyy,RU,69.1989,33.4478,46.35,86,100,17.4,overcast clouds
594,Shihezi,CN,44.3,86.0333,77.07,21,13,2.95,few clouds
595,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,13,0,16.11,clear sky
596,Roebourne,AU,-20.7833,117.1333,72.52,32,0,10.58,clear sky
597,Manjacaze,MZ,-24.7117,33.8828,65.39,93,18,6.91,few clouds
598,Sinazongwe,ZM,-17.2614,27.4618,69.51,39,7,5.1,clear sky
599,Harsin,IR,34.2721,47.5861,67.01,22,0,1.16,clear sky
600,Birin,NP,26.8865,88.0718,64.92,89,55,2.68,light rain
601,Karwar,IN,14.8,74.1333,76.75,91,100,9.6,overcast clouds
602,Valparaiso,CL,-33.0393,-71.6273,54.0,94,100,6.91,fog
603,Lakes Entrance,AU,-37.8811,147.981,56.16,61,49,3.33,scattered clouds
604,Zyryanskoye,RU,56.8306,86.6258,48.2,96,100,9.53,light rain
605,Abeche,TD,13.8292,20.8324,74.39,76,100,9.75,overcast clouds
606,Atmakur,IN,15.8833,78.5833,75.65,90,100,3.15,overcast clouds
607,Qasigiannguit,GL,68.8193,-51.1922,36.81,97,100,7.49,light rain
608,Kyzyl-Suu,KG,42.3414,78.0056,60.4,43,37,7.92,scattered clouds
609,Estelle,US,29.8458,-90.1067,82.99,75,20,4.0,few clouds
610,Soto,AR,-32.8107,-61.4026,51.96,55,0,7.81,clear sky
611,Taoudenni,ML,22.6783,-3.9836,96.89,15,5,2.15,clear sky
612,Iwanai,JP,42.9744,140.5089,76.33,80,100,10.47,overcast clouds
613,Misratah,LY,32.3754,15.0925,81.39,75,0,10.63,clear sky
614,Emba,KZ,48.8264,58.1442,53.85,65,100,10.27,overcast clouds
615,Talen,IN,23.5667,76.7167,72.36,86,100,4.36,overcast clouds
616,Caravelas,BR,-17.7125,-39.2481,70.14,77,100,11.36,overcast clouds
617,Santa Ana,US,33.7456,-117.8678,105.94,48,0,6.91,clear sky
618,Stokmarknes,NO,68.5646,14.9108,46.38,93,100,14.97,overcast clouds
619,Ituporanga,BR,-27.4144,-49.6025,55.08,98,100,2.86,moderate rain
620,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,65,100,7.92,overcast clouds
621,Nabire,ID,-3.3667,135.4833,85.01,67,28,3.42,scattered clouds
622,Kholodnyy,RU,62.7167,147.95,51.33,40,12,7.02,few clouds
623,Kamaishi,JP,39.2667,141.8833,73.09,94,100,12.59,overcast clouds
624,Lensk,RU,60.7253,114.9278,49.69,82,96,11.25,light rain
625,Kushva,RU,58.2906,59.7592,40.87,84,100,2.59,overcast clouds
626,Port Hedland,AU,-20.3167,118.5667,71.65,46,0,10.36,clear sky
627,San Lazaro,BZ,18.0387,-88.6622,76.69,91,53,5.01,broken clouds
628,Sola,VU,-13.8833,167.55,86.67,79,40,3.44,scattered clouds
629,Nieves,PH,15.3274,120.9485,83.71,82,100,3.44,overcast clouds
630,Lugovoy,KZ,42.9472,72.7644,71.1,24,0,5.66,clear sky
631,Urusha,RU,54.05,122.9,53.24,98,100,6.67,moderate rain
632,Uthal,PK,25.8072,66.6219,78.98,86,41,3.53,scattered clouds
633,Kieta,PG,-6.2167,155.6333,86.09,63,43,8.19,scattered clouds
634,Padang,ID,-0.9492,100.3543,78.85,77,53,2.55,broken clouds
635,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,49.57,84,0,6.85,clear sky
636,Eyl,SO,7.9803,49.8164,75.43,77,2,20.67,clear sky
637,Sotnikovo,RU,51.8845,107.4791,46.49,66,20,4.47,few clouds
638,Lucea,JM,18.451,-78.1736,84.06,77,4,4.52,clear sky
639,Belmonte,BR,-15.8631,-38.8828,70.66,84,27,9.24,scattered clouds
640,Baruun-Urt,MN,46.6806,113.2792,49.39,73,100,14.99,overcast clouds
641,Saint-Joseph,RE,-21.3667,55.6167,66.58,73,36,13.6,scattered clouds
642,Sompeta,IN,18.9333,84.6,82.85,80,57,5.06,broken clouds
643,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,20,3.44,few clouds
644,Taperoa,BR,-7.2075,-36.8267,69.31,80,32,16.93,scattered clouds
645,Lavara,GR,41.2667,26.3833,60.49,77,57,7.85,broken clouds
646,Tocopilla,CL,-22.092,-70.1979,61.97,64,21,8.48,few clouds
647,Keetmanshoop,NA,-26.5833,18.1333,50.77,34,0,8.97,clear sky
648,Nakapiripirit,UG,1.9167,34.7833,66.33,82,96,0.83,overcast clouds
649,Nautla,MX,20.2167,-96.7833,80.33,80,81,7.29,broken clouds
650,Kabare,CD,-2.4683,28.8242,62.96,76,36,1.16,scattered clouds
651,Tuim,RU,54.3417,89.9261,53.08,59,99,2.68,overcast clouds
652,Cayenne,GF,4.9333,-52.3333,80.64,83,82,5.75,broken clouds
653,Waddan,LY,29.1614,16.139,80.94,41,0,2.42,clear sky
654,Fare,PF,-16.7,-151.0167,78.15,74,4,15.21,clear sky
655,Ankazoabo,MG,-22.2833,44.5167,62.15,63,0,4.74,clear sky
656,Bousso,TD,10.4795,16.7117,70.5,97,74,3.96,moderate rain
657,Challakere,IN,14.3167,76.65,73.54,81,100,3.22,overcast clouds
658,Broome,US,42.2506,-75.833,69.71,97,100,5.75,moderate rain
659,Blagoyevo,RU,63.3667,47.9167,43.48,96,100,3.89,overcast clouds
660,Gondanglegi,ID,-7.7479,112.0132,82.06,69,7,10.47,clear sky
661,Tumwater,US,47.0073,-122.9093,75.52,42,21,8.01,few clouds
662,Kaele,CM,10.1092,14.4508,70.43,93,55,4.52,light rain
663,Dovolnoye,RU,54.4958,79.6671,61.36,32,100,6.78,overcast clouds
664,Ortigueira,BR,-24.2083,-50.9494,53.96,84,45,3.04,scattered clouds
665,La Ronge,CA,55.1001,-105.2842,70.05,46,100,18.41,smoke
666,Nizhniy Kuranakh,RU,58.8353,125.4869,51.76,90,100,1.9,light rain
667,Hearst,CA,49.6835,-83.6665,62.85,64,81,5.5,broken clouds
668,Muli,MV,2.9167,73.5667,81.32,79,100,17.74,overcast clouds
669,Muroto,JP,33.2833,134.15,82.9,86,100,29.55,light rain
670,Shushtar,IR,32.0455,48.8567,89.22,48,0,6.76,clear sky
671,Fairbanks,US,64.8378,-147.7164,61.61,60,75,1.01,broken clouds
672,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,55.33,90,88,8.84,overcast clouds
673,Kot Kapura,IN,30.5833,74.9,77.38,76,50,6.26,scattered clouds
674,Norden,DE,53.6,7.2,67.95,79,100,16.82,overcast clouds
675,Bonthe,SL,7.5264,-12.505,76.6,89,100,7.27,moderate rain
676,Mazatlan,MX,23.2167,-106.4167,88.02,88,100,3.0,overcast clouds
677,Pochutla,MX,15.7432,-96.4661,75.09,87,84,3.94,broken clouds
678,Tiarei,PF,-17.5333,-149.3333,86.02,77,5,17.18,clear sky
679,Naron,ES,43.5167,-8.1528,65.25,81,36,14.54,scattered clouds
680,Marystown,CA,47.1666,-55.1483,62.1,87,41,7.02,scattered clouds
681,Rivera,UY,-30.9053,-55.5508,51.94,91,100,4.83,overcast clouds
682,San Felipe,VE,10.3399,-68.7425,74.39,85,9,4.92,clear sky
683,Laguna,US,38.421,-121.4238,115.11,13,0,12.66,clear sky
684,Saryozek,KZ,44.3583,77.9753,69.1,20,0,4.88,clear sky
685,Vieux Fort,LC,13.7167,-60.95,81.72,89,20,8.05,few clouds
686,Praya,CV,14.9215,-23.5087,79.34,94,40,8.05,thunderstorm
687,Dod Ballapur,IN,13.2919,77.5431,69.82,88,100,4.9,overcast clouds
688,Arlit,NE,18.7369,7.3853,95.76,16,95,6.44,overcast clouds
689,Kalachinsk,RU,55.0529,74.5751,50.72,85,100,12.84,overcast clouds
690,Taltal,CL,-25.4,-70.4833,58.24,73,19,5.23,few clouds
691,Makakilo City,US,21.3469,-158.0858,84.0,67,16,16.42,few clouds
692,Opuwo,NA,-18.0607,13.84,62.69,29,0,3.67,clear sky
693,Leninskoye,KZ,41.7589,69.3864,73.72,18,0,3.85,clear sky
694,Begoro,GH,6.3871,-0.3774,67.48,97,78,3.44,broken clouds
695,Svetlogorsk,BY,52.6333,29.7333,47.16,73,100,4.72,overcast clouds
696,Barra,BR,-11.0894,-43.1417,79.25,44,15,11.27,few clouds
697,Plettenberg Bay,ZA,-34.0527,23.3716,52.83,66,10,11.68,clear sky
